Date,User,Trans/calls
19-05-2020,ESDIVEE ,31
19-05-2020,ESWBAPP ,79845
19-05-2020,ETHGGA  ,471
19-05-2020,ETKCUA  ,1
19-05-2020,ETKSADI ,1
19-05-2020,EZMANIR ,62
19-05-2020,GWSCM1  ,157
19-05-2020,LTECCAU ,863
19-05-2020,PDMPRIM ,100
19-05-2020,RBSG2CA ,7568
19-05-2020,RCSCI1  ,17921
19-05-2020,RMSUSEP ,185
19-05-2020,SGSNINFR,48
19-05-2020,SUPERCM ,25205
19-05-2020,TEIPEFR ,4
19-05-2020,U1PDSRV ,195
19-05-2020,V1DPRO  ,731
19-05-2020,V1GSMCM ,2207
19-05-2020,V1PISAP ,76
19-05-2020,V2PDRW  ,1512
19-05-2020,XELEKRI ,1
19-05-2020,XSRKAND ,4806
19-05-2020,ZSAGGIR ,1
20-05-2020,BAZAAR  ,1049
20-05-2020,BCATJOB ,52
20-05-2020,CIFLASH ,93
20-05-2020,EBRIMOR ,15
20-05-2020,ECAMAAN ,68
20-05-2020,ECHUNLA ,15
20-05-2020,EDIMGOU ,1
20-05-2020,EEDAUMI ,534
20-05-2020,EEICMNA ,72
20-05-2020,EELIIST ,10
20-05-2020,EEUTSSN ,576
20-05-2020,EFEATST ,2
20-05-2020,EFIOSHE ,15
20-05-2020,EGEOCRI ,99
20-05-2020,EHAMGIL ,27
20-05-2020,EIDNLAI ,141
20-05-2020,EIRNKDR ,156
20-05-2020,EJENIRO ,211
20-05-2020,EJIAYZH ,22
20-05-2020,EJORLOF ,879
20-05-2020,EMWCBO  ,81
20-05-2020,EMWMAOL ,121
20-05-2020,EMWRRSQ ,2144
20-05-2020,ENISANN ,288
20-05-2020,ENVCOMP ,69
20-05-2020,EORRMAC ,32
20-05-2020,EPKPASA ,169
20-05-2020,EPVDANA ,162
20-05-2020,ERACOSM ,167
20-05-2020,ERAMMRA ,632
20-05-2020,ERLICAC ,154
20-05-2020,ESDIVEE ,9
20-05-2020,ESWBAPP ,48793
20-05-2020,ETHGGA  ,299
20-05-2020,EVIOLST ,58
20-05-2020,EZAPMIG ,98
20-05-2020,EZMANIR ,78
20-05-2020,GWSCM1  ,165
20-05-2020,IXGANDL ,5
20-05-2020,IXGBIZK ,5
20-05-2020,KACXAPI ,34
20-05-2020,LGAUTO  ,21
20-05-2020,LTECCAU ,425
20-05-2020,PDMPRIM ,102
20-05-2020,RBSG2CA ,14908
20-05-2020,RCSCI1  ,18093
20-05-2020,RMSUSEP ,250
20-05-2020,SGSNINFR,22
20-05-2020,SUPERCM ,28740
20-05-2020,TEIPEFR ,20
20-05-2020,U1PDSRV ,353
20-05-2020,V1DPRO  ,727
20-05-2020,V1GSMCM ,2370
20-05-2020,V1PISAP ,130
20-05-2020,V2PDRW  ,1466
20-05-2020,XIGACKI ,1
20-05-2020,XSRKAND ,7806
20-05-2020,ZSAGGIR ,3
21-05-2020,BAZAAR  ,1495
21-05-2020,BCATJOB ,53
21-05-2020,CIFLASH ,31
21-05-2020,EBXXZPN ,18
21-05-2020,ECHUNLA ,38
21-05-2020,EELIIST ,10
21-05-2020,EEUTSSN ,4
21-05-2020,EGEOCRI ,114
21-05-2020,EIANOLB ,6
21-05-2020,EIDNLAI ,23
21-05-2020,EJENIRO ,69
21-05-2020,EJIAYZH ,9
21-05-2020,EJORLOF ,826
21-05-2020,EMRIDOM ,1
21-05-2020,EMWCBO  ,29
21-05-2020,EMWRRSQ ,2146
21-05-2020,ENVCOMP ,69
21-05-2020,EORRMAC ,37
21-05-2020,EPVDANA ,66
21-05-2020,ERACOSM ,296
21-05-2020,ERLICAC ,140
21-05-2020,ESDIVEE ,1
21-05-2020,ESWBAPP ,37494
21-05-2020,ESZASPT ,19
21-05-2020,ETKERP  ,1
21-05-2020,ETKVST  ,1
21-05-2020,EZAPMIG ,4
21-05-2020,EZHNZAA ,74
21-05-2020,EZMANIR ,46
21-05-2020,GWSCM1  ,99
21-05-2020,LGAUTO  ,12
21-05-2020,PDMPRIM ,63
21-05-2020,RBSG2CA ,7149
21-05-2020,RCSCI1  ,6022
21-05-2020,RMSUSEP ,160
21-05-2020,SGSNINFR,12
21-05-2020,SUPERCM ,24926
21-05-2020,TEIPEFR ,20
21-05-2020,U1PDSRV ,262
21-05-2020,V1DPRO  ,695
21-05-2020,V1GSMCM ,2321
21-05-2020,V1PISAP ,150
21-05-2020,V2PDRW  ,1397
21-05-2020,XSRKAND ,13454
21-05-2020,ZSWEARS ,2
22-05-2020,BAZAAR  ,587
22-05-2020,BCATJOB ,85
22-05-2020,CIFLASH ,156
22-05-2020,EBETABE ,686
22-05-2020,ECHUNLA ,144
22-05-2020,ECIBANU ,170
22-05-2020,EEIDOCD ,24
22-05-2020,EEUTSSN ,64
22-05-2020,EGAUKAP ,37
22-05-2020,EGEOCRI ,103
22-05-2020,EIANOLB ,1
22-05-2020,EIDNLAI ,56
22-05-2020,EJENIRO ,58
22-05-2020,EJORLOF ,862
22-05-2020,EMIAMLI ,23
22-05-2020,EMWCBO  ,2
22-05-2020,EMWRRSQ ,2230
22-05-2020,ENVCOMP ,72
22-05-2020,EORRMAC ,75
22-05-2020,ERACOSM ,129
22-05-2020,ERLICAC ,182
22-05-2020,ESDIVEE ,2
22-05-2020,ESHSONA ,97
22-05-2020,ESWBAPP ,55040
22-05-2020,ETKVST  ,1
22-05-2020,EVIOLST ,58
22-05-2020,EZHNZAA ,533
22-05-2020,EZMANIR ,188
22-05-2020,GWSCM1  ,141
22-05-2020,LGAUTO  ,30
22-05-2020,PDMPRIM ,28
22-05-2020,RBSG2CA ,7785
22-05-2020,RCSCI1  ,7722
22-05-2020,RMSUSEP ,213
22-05-2020,SGSNINFR,9
22-05-2020,SUPERCM ,26316
22-05-2020,TEIPEFR ,29
22-05-2020,U1PDSRV ,208
22-05-2020,V1DPRO  ,730
22-05-2020,V1GSMCM ,2209
22-05-2020,V1PISAP ,92
22-05-2020,V2PDRW  ,1468
22-05-2020,XIGACKI ,1
22-05-2020,XSRKAND ,4754
23-05-2020,BAZAAR  ,628
23-05-2020,CIFLASH ,2
23-05-2020,EBETABE ,1438
23-05-2020,ECHUNLA ,29
23-05-2020,ECIBANU ,513
23-05-2020,EEUTSSN ,7
23-05-2020,EIANOLB ,4
23-05-2020,EJIAYZH ,3
23-05-2020,EJORLOF ,867
23-05-2020,EMRIDOM ,2
23-05-2020,EMWCBO  ,16
23-05-2020,EMWRRSQ ,2024
23-05-2020,ENVCOMP ,72
23-05-2020,ESNJKMR ,1
23-05-2020,ESWBAPP ,22255
23-05-2020,EZAPMIG ,1
23-05-2020,GWSCM1  ,40
23-05-2020,RBSG2CA ,4974
23-05-2020,RMSUSEP ,4
23-05-2020,SUPERCM ,33971
23-05-2020,U1PDSRV ,154
23-05-2020,V1DPRO  ,721
23-05-2020,V1GSMCM ,2161
23-05-2020,V1PISAP ,1
23-05-2020,V2PDRW  ,1438
23-05-2020,ZSWEARS ,1
24-05-2020,BAZAAR  ,186
24-05-2020,EBETABE ,1440
24-05-2020,ECHUNLA ,3
24-05-2020,ECIBANU ,576
24-05-2020,EEICMNA ,26
24-05-2020,EJIAYZH ,1
24-05-2020,EJORLOF ,864
24-05-2020,EMWRRSQ ,2016
24-05-2020,ENVCOMP ,72
24-05-2020,ESWBAPP ,13950
24-05-2020,GWSCM1  ,8
24-05-2020,PDMPRIM ,8
24-05-2020,RBSG2CA ,3528
24-05-2020,RCSCI1  ,1074
24-05-2020,RMSUSEP ,66
24-05-2020,SGSNINFR,4
24-05-2020,SUPERCM ,21988
24-05-2020,U1PDSRV ,189
24-05-2020,V1DPRO  ,720
24-05-2020,V1GSMCM ,2161
24-05-2020,V2PDRW  ,1440
25-05-2020,ADPAUTO ,397
25-05-2020,BAZAAR  ,618
25-05-2020,BCATJOB ,160
25-05-2020,CIFLASH ,35
25-05-2020,EBETABE ,1111
25-05-2020,ECHUNLA ,42
25-05-2020,ECIBANU ,589
25-05-2020,EEDAUMI ,24
25-05-2020,EEICMNA ,147
25-05-2020,EEIDOCD ,55
25-05-2020,EEUTSSN ,90
25-05-2020,EFEATST ,1
25-05-2020,EGEOCRI ,130
25-05-2020,EHAMGIL ,44
25-05-2020,EIANOLB ,2
25-05-2020,EIDNLAI ,106
25-05-2020,EJENIRO ,42
25-05-2020,EJIAYZH ,56
25-05-2020,EJORLOF ,710
25-05-2020,EJUAZER ,486
25-05-2020,EMASZAL ,24
25-05-2020,EMAVARN ,12
25-05-2020,EMRIDOM ,34
25-05-2020,EMWCBO  ,10
25-05-2020,EMWMAOL ,131
25-05-2020,EMWRRSQ ,2022
25-05-2020,ENCKHLN ,367
25-05-2020,ENVCOMP ,72
25-05-2020,EORRMAC ,209
25-05-2020,EPAALEI ,2
25-05-2020,EPKPASA ,340
25-05-2020,EPVDANA ,190
25-05-2020,ERACOSM ,82
25-05-2020,ERAMMRA ,261
25-05-2020,ERLICAC ,134
25-05-2020,ERVSCH  ,114
25-05-2020,ESDIVEE ,2
25-05-2020,ESNJKMR ,1
25-05-2020,ESWBAPP ,32201
25-05-2020,ETKCUA  ,1
25-05-2020,EZAPMIG ,3
25-05-2020,GWSCM1  ,139
25-05-2020,LGAUTO  ,9
25-05-2020,LTECCAU ,13
25-05-2020,PDMPRIM ,76
25-05-2020,RBSG2CA ,10903
25-05-2020,RCSCI1  ,8953
25-05-2020,RMSUSEP ,93
25-05-2020,SGSNINFR,15
25-05-2020,SUPERCM ,21597
25-05-2020,TEIPEFR ,8
25-05-2020,U1PDSRV ,202
25-05-2020,V1DPRO  ,730
25-05-2020,V1GSMCM ,2267
25-05-2020,V1PISAP ,105
25-05-2020,V2PDRW  ,1464
25-05-2020,ZSAGGIR ,4
26-05-2020,BAZAAR  ,517
26-05-2020,BCATJOB ,120
26-05-2020,CIFLASH ,30
26-05-2020,EBETABE ,719
26-05-2020,EBRIMOR ,40
26-05-2020,ECARHEL ,3
26-05-2020,ECHUNLA ,11
26-05-2020,ECIBANU ,574
26-05-2020,EDXPOPS ,17
26-05-2020,EEICMNA ,224
26-05-2020,EEUTSSN ,7
26-05-2020,EFIOSHE ,16
26-05-2020,EGEOCRI ,121
26-05-2020,EHAMGIL ,44
26-05-2020,EIANOLB ,1
26-05-2020,EIDNLAI ,40
26-05-2020,EJENIRO ,93
26-05-2020,EJIAYZH ,92
26-05-2020,EJORLOF ,291
26-05-2020,EJUAZER ,56
26-05-2020,EMALSAI ,31
26-05-2020,EMAVARN ,6
26-05-2020,EMIAMLI ,46
26-05-2020,EMMGWCI ,6
26-05-2020,EMWCBO  ,5
26-05-2020,EMWMAOL ,73
26-05-2020,EMWRRSQ ,771
26-05-2020,ENCKHLN ,63
26-05-2020,ENVCOMP ,72
26-05-2020,EORRMAC ,186
26-05-2020,EORSUAF ,39
26-05-2020,EPAALEI ,428
26-05-2020,EPKPASA ,325
26-05-2020,EPVDANA ,191
26-05-2020,ERACOSM ,182
26-05-2020,ERAMMRA ,212
26-05-2020,ERLICAC ,155
26-05-2020,ESHSONA ,179
26-05-2020,ESWBAPP ,40484
26-05-2020,ETHGGA  ,18
26-05-2020,ETKDAA  ,11
26-05-2020,EVIOLST ,400
26-05-2020,EZANTNI ,107
26-05-2020,EZMANIR ,236
26-05-2020,GWSCM1  ,118
26-05-2020,KACXAPI ,17
26-05-2020,LTECCAU ,621
26-05-2020,PDMPRIM ,44
26-05-2020,RBSG2CA ,6391
26-05-2020,RCSCI1  ,10248
26-05-2020,RMSUSEP ,106
26-05-2020,SGSNINFR,22
26-05-2020,SUPERCM ,35456
26-05-2020,TEIPEFR ,11
26-05-2020,U1PDSRV ,272
26-05-2020,V1DPRO  ,729
26-05-2020,V1GSMCM ,2324
26-05-2020,V1PISAP ,68
26-05-2020,V2PDRW  ,1466
26-05-2020,XIGACKI ,1
26-05-2020,XSRKAND ,147
26-05-2020,ZSAGGIR ,1
26-05-2020,ZSWEARS ,3
27-05-2020,ADPAUTO ,359
27-05-2020,BAZAAR  ,2425
27-05-2020,BCATJOB ,51
27-05-2020,CIFLASH ,61
27-05-2020,EBETABE ,717
27-05-2020,EBXXZPN ,19
27-05-2020,ECERBR  ,26
27-05-2020,ECHUNLA ,5
27-05-2020,ECIBANU ,576
27-05-2020,EDXPOPS ,32
27-05-2020,EEICMNA ,582
27-05-2020,EFEATST ,2
27-05-2020,EGEOCRI ,67
27-05-2020,EIDNLAI ,28
27-05-2020,EJENIRO ,82
27-05-2020,EJORLOF ,200
27-05-2020,EJUAZER ,176
27-05-2020,EKILGYO ,12
27-05-2020,EMIHGUR ,4
27-05-2020,EMMGWCI ,4
27-05-2020,EMWCBO  ,116
27-05-2020,EMWMAOL ,176
27-05-2020,EMWRRSQ ,1364
27-05-2020,ENCKHLN ,118
27-05-2020,ENVCOMP ,72
27-05-2020,EORRMAC ,34
27-05-2020,EPVDANA ,194
27-05-2020,ERACOSM ,2
27-05-2020,ERAMMRA ,76
27-05-2020,ERLICAC ,70
27-05-2020,ERVSUSV ,57
27-05-2020,ESHSONA ,331
27-05-2020,ESWBAPP ,40000
27-05-2020,ESZASPT ,34
27-05-2020,ETKCUA  ,1
27-05-2020,ETKDAA  ,3
27-05-2020,EVIOLST ,255
27-05-2020,EZAPMIG ,21
27-05-2020,EZHNZAA ,342
27-05-2020,EZMANIR ,23
27-05-2020,GWSCM1  ,156
27-05-2020,KACXAPI ,34
27-05-2020,LGAUTO  ,3
27-05-2020,LTECCAU ,728
27-05-2020,PDMPRIM ,38
27-05-2020,RBSG2CA ,7070
27-05-2020,RCSCI1  ,15472
27-05-2020,RMSUSEP ,83
27-05-2020,SGSNINFR,36
27-05-2020,SUPERCM ,26094
27-05-2020,TEIPEFR ,13
27-05-2020,U1PDSRV ,334
27-05-2020,V1DPRO  ,722
27-05-2020,V1GSMCM ,3135
27-05-2020,V1PISAP ,132
27-05-2020,V2PDRW  ,1468
27-05-2020,XSRKAND ,1259
27-05-2020,ZAPHOD1 ,74
27-05-2020,ZHUYLON ,2
27-05-2020,ZQUAKHO ,4
28-05-2020,ADPAUTO ,25
28-05-2020,ADPKIBA ,140
28-05-2020,BAZAAR  ,2847
28-05-2020,BCATJOB ,193
28-05-2020,CIFLASH ,60
28-05-2020,EBETABE ,718
28-05-2020,EBRIMOR ,15
28-05-2020,ECAMAAN ,113
28-05-2020,ECHUNLA ,18
28-05-2020,ECIBANU ,576
28-05-2020,EDXPOPS ,16
28-05-2020,EEICMNA ,613
28-05-2020,EELITIM ,4
28-05-2020,EEUTSSN ,1
28-05-2020,EGEOCRI ,92
28-05-2020,EHAMGIL ,22
28-05-2020,EIDNLAI ,136
28-05-2020,EJENIRO ,78
28-05-2020,EJUAZER ,123
28-05-2020,EKILGYO ,8
28-05-2020,EMAVARN ,240
28-05-2020,EMIAMLI ,23
28-05-2020,EMIHGUR ,4
28-05-2020,EMWCBO  ,5
28-05-2020,EMWMAOL ,54
28-05-2020,EMWRRSQ ,1537
28-05-2020,ENVCOMP ,72
28-05-2020,EORRMAC ,155
28-05-2020,EPVDANA ,81
28-05-2020,ERACOSM ,36
28-05-2020,ERLICAC ,60
28-05-2020,ERVSUSV ,49
28-05-2020,ESDIVEE ,368
28-05-2020,ESHSONA ,15
28-05-2020,ESWBAPP ,59729
28-05-2020,ESZBALZ ,22
28-05-2020,ETKDAA  ,6
28-05-2020,ETKTEBE ,1
28-05-2020,EVIOLST ,165
28-05-2020,EZAPMIG ,58
28-05-2020,EZDAVLI ,7
28-05-2020,EZHNZAA ,893
28-05-2020,EZMANIR ,69
28-05-2020,EZNGHEI ,8
28-05-2020,GWSCM1  ,154
28-05-2020,KABUILD ,264
28-05-2020,KACXAPI ,34
28-05-2020,LGAUTO  ,6
28-05-2020,LTECCAU ,472
28-05-2020,PDMPRIM ,64
28-05-2020,RBSG2CA ,5892
28-05-2020,RCSCI1  ,15599
28-05-2020,RMSUSEP ,80
28-05-2020,SGSNINFR,20
28-05-2020,SUPERCM ,26084
28-05-2020,TEIPEFR ,16
28-05-2020,U1PDSRV ,266
28-05-2020,V1DPRO  ,731
28-05-2020,V1GSMCM ,2316
28-05-2020,V1PISAP ,128
28-05-2020,V2PDRW  ,1464
28-05-2020,XIGACKI ,2
28-05-2020,XSRKAND ,134
28-05-2020,XVASMAL ,6
29-05-2020,BAZAAR  ,1163
29-05-2020,BCATJOB ,85
29-05-2020,CIFLASH ,61
29-05-2020,EBETABE ,1072
29-05-2020,EBXXZPN ,43
29-05-2020,ECARHEL ,21
29-05-2020,ECHUNLA ,14
29-05-2020,ECIBANU ,686
29-05-2020,EEICMNA ,70
29-05-2020,EELIIST ,15
29-05-2020,EEUTSSN ,208
29-05-2020,EFEATST ,2
29-05-2020,EGAUKAP ,26
29-05-2020,EGEOCRI ,85
29-05-2020,EHAMGIL ,4
29-05-2020,EIANOLB ,18
29-05-2020,EIDNLAI ,278
29-05-2020,EJENIRO ,91
29-05-2020,EKILGYO ,11
29-05-2020,EMAVARN ,254
29-05-2020,EMIHGUR ,6
29-05-2020,EMMGWCI ,4
29-05-2020,EMWCBO  ,101
29-05-2020,EMWRRSQ ,1071
29-05-2020,ENCKHLN ,153
29-05-2020,ENISANN ,172
29-05-2020,ENVCOMP ,72
29-05-2020,EORRMAC ,134
29-05-2020,EPVDANA ,38
29-05-2020,ERACOSM ,37
29-05-2020,ERAMMRA ,154
29-05-2020,ERLICAC ,37
29-05-2020,ESDIVEE ,384
29-05-2020,ESWBAPP ,65840
29-05-2020,EVIOLST ,174
29-05-2020,EZHNZAA ,115
29-05-2020,EZNGHEI ,125
29-05-2020,GWSCM1  ,152
29-05-2020,KABUILD ,584
29-05-2020,LTECCAU ,478
29-05-2020,PDMPRIM ,88
29-05-2020,RBSG2CA ,5889
29-05-2020,RCSCI1  ,21975
29-05-2020,RMSUSEP ,112
29-05-2020,SGSNINFR,22
29-05-2020,SUPERCM ,28273
29-05-2020,TEIPEFR ,17
29-05-2020,U1PDSRV ,286
29-05-2020,V1DPRO  ,730
29-05-2020,V1GSMCM ,2190
29-05-2020,V1PISAP ,115
29-05-2020,V2PDRW  ,1468
29-05-2020,XSRKAND ,645
29-05-2020,ZDEMSAG ,43
29-05-2020,ZSWEARS ,2
30-05-2020,BAZAAR  ,572
30-05-2020,CIFLASH ,2
30-05-2020,EBETABE ,1440
30-05-2020,ECARHEL ,1
30-05-2020,ECHUNLA ,17
30-05-2020,ECIBANU ,585
30-05-2020,EEUTSSN ,1
30-05-2020,EIANOLB ,2
30-05-2020,EMWCBO  ,12
30-05-2020,EMWRRSQ ,581
30-05-2020,ENVCOMP ,72
30-05-2020,ESDIVEE ,2
30-05-2020,ESNJKMR ,2
30-05-2020,ESWBAPP ,19788
30-05-2020,EZAPMIG ,2
30-05-2020,GWSCM1  ,32
30-05-2020,KABUILD ,301
30-05-2020,RBSG2CA ,5533
30-05-2020,RCSCI1  ,2223
30-05-2020,RMSUSEP ,93
30-05-2020,SUPERCM ,22648
30-05-2020,U1PDSRV ,162
30-05-2020,V1DPRO  ,720
30-05-2020,V1GSMCM ,2161
30-05-2020,V2PDRW  ,1440
31-05-2020,BAZAAR  ,994
31-05-2020,CIFLASH ,61
31-05-2020,EBETABE ,1439
31-05-2020,ECHUNLA ,9
31-05-2020,ECIBANU ,573
31-05-2020,EHAMGIL ,1
31-05-2020,EMWAPN  ,166
31-05-2020,EMWRRSQ ,576
31-05-2020,ENORBUK ,38
31-05-2020,ENVCOMP ,72
31-05-2020,GWSCM1  ,10
31-05-2020,RBSG2CA ,2767
31-05-2020,RCSCI1  ,552
31-05-2020,RMSUSEP ,29
31-05-2020,SUPERCM ,22353
31-05-2020,U1PDSRV ,456
31-05-2020,V1DPRO  ,720
31-05-2020,V1GSMCM ,2207
31-05-2020,V1PISAP ,1
31-05-2020,V2PDRW  ,1440
01-06-2020,ADPAURE ,72
01-06-2020,ADPAUTO ,256
01-06-2020,BCATJOB ,17
01-06-2020,EBETABE ,1428
01-06-2020,ECARHEL ,112
01-06-2020,ECHUNLA ,4
01-06-2020,ECIBANU ,612
01-06-2020,EDXPOPS ,38
01-06-2020,EEIDOCD ,36
01-06-2020,EFEATST ,2
01-06-2020,EHAMGIL ,269
01-06-2020,EMMGWCI ,4
01-06-2020,EMWCBO  ,2
01-06-2020,EMWRRSQ ,926
01-06-2020,ENCKHLN ,70
01-06-2020,ENORBUK ,2
01-06-2020,ENVCOMP ,72
01-06-2020,ERVSCH  ,8
01-06-2020,ESNJKMR ,1
01-06-2020,ESWBAPP ,5209
01-06-2020,ETKCUA  ,1
01-06-2020,ETKDAA  ,2
01-06-2020,ETKPEVL ,1
01-06-2020,ETKVST  ,1
01-06-2020,EZAPMIG ,27
01-06-2020,EZHNZAA ,420
01-06-2020,EZORSAM ,23
01-06-2020,GWSCM1  ,131
01-06-2020,KABUILD ,408
01-06-2020,PDMPRIM ,58
01-06-2020,RBSG2CA ,21333
01-06-2020,RCSCI1  ,14551
01-06-2020,RDCSHNJ ,39
01-06-2020,RMSUSEP ,160
01-06-2020,SGSNINFR,12
01-06-2020,SUPERCM ,48696
01-06-2020,U1PDSRV ,393
01-06-2020,V1DPRO  ,729
01-06-2020,V1GSMCM ,2192
01-06-2020,V1PISAP ,137
01-06-2020,V1PRIMPP,33
01-06-2020,V2PDRW  ,1463
01-06-2020,XIGACKI ,1
01-06-2020,XSRKAND ,89
01-06-2020,ZHUYLON ,1
02-06-2020,ADPAURE ,271
02-06-2020,ADPAUTO ,257
02-06-2020,BAZAAR  ,596
02-06-2020,BCATJOB ,176
02-06-2020,CIFLASH ,45
02-06-2020,EBETABE ,1432
02-06-2020,ECHUNLA ,12
02-06-2020,ECIBANU ,576
02-06-2020,EDXPOPS ,17
02-06-2020,EELIIST ,30
02-06-2020,EEUTSSN ,129
02-06-2020,EFEATST ,1
02-06-2020,EHAMGIL ,58
02-06-2020,EJENIRO ,134
02-06-2020,EMIAMLI ,4836
02-06-2020,EMMGWCI ,4
02-06-2020,EMWCBO  ,2
02-06-2020,EMWMAOL ,220
02-06-2020,EMWRRSQ ,1093
02-06-2020,ENORBUK ,1
02-06-2020,ENVCOMP ,72
02-06-2020,EORRMAC ,176
02-06-2020,ERACOSM ,350
02-06-2020,ERLICAC ,279
02-06-2020,ERVSCH  ,18
02-06-2020,ERVSUSV ,12
02-06-2020,ESNJKMR ,1
02-06-2020,ESWBAPP ,161888
02-06-2020,ESZASPT ,34
02-06-2020,ETKCUA  ,1
02-06-2020,ETKERP  ,1
02-06-2020,EVIOLST ,56
02-06-2020,EZMANIR ,157
02-06-2020,GWSCM1  ,124
02-06-2020,KABUILD ,596
02-06-2020,PDMPRIM ,72
02-06-2020,RBSG2CA ,11068
02-06-2020,RCSCI1  ,22301
02-06-2020,RMSUSEP ,129
02-06-2020,SGSNINFR,12
02-06-2020,SUPERCM ,26314
02-06-2020,U1PDSRV ,248
02-06-2020,V1DPRO  ,730
02-06-2020,V1GSMCM ,2189
02-06-2020,V1PISAP ,91
02-06-2020,V2PDRW  ,1465
02-06-2020,XSRKAND ,205
03-06-2020,ADPAURE ,64
03-06-2020,ADPAUTO ,247
03-06-2020,ADPTSEC ,346
03-06-2020,BAZAAR  ,113
03-06-2020,BCATJOB ,170
03-06-2020,CIFLASH ,75
03-06-2020,EBETABE ,1206
03-06-2020,EBRIMOR ,16
03-06-2020,ECAMAAN ,80
03-06-2020,ECARHEL ,74
03-06-2020,ECEANAM ,4
03-06-2020,ECHUNLA ,1337
03-06-2020,ECIBANU ,854
03-06-2020,EDXPOPS ,16
03-06-2020,EEICMNA ,125
03-06-2020,EEUTSSN ,758
03-06-2020,EFEATST ,1
03-06-2020,EGEOCRI ,111
03-06-2020,EHAMGIL ,11
03-06-2020,EIANOLB ,83
03-06-2020,EJENIRO ,240
03-06-2020,EJUAZER ,37
03-06-2020,EKILGYO ,198
03-06-2020,EMMGWCI ,4
03-06-2020,EMWCBO  ,525
03-06-2020,EMWMAOL ,228
03-06-2020,EMWRRSQ ,823
03-06-2020,ENCKHLN ,70
03-06-2020,ENORBUK ,40
03-06-2020,ENVCOMP ,72
03-06-2020,EORRMAC ,147
03-06-2020,EPAALEI ,18
03-06-2020,EPVDANA ,102
03-06-2020,ERACOSM ,232
03-06-2020,ERLICAC ,222
03-06-2020,ERVSUSV ,201
03-06-2020,ESDIVEE ,12
03-06-2020,ESUTRAY ,17
03-06-2020,ESWBAPP ,39855
03-06-2020,EVIOLST ,41
03-06-2020,EZAPMIG ,62
03-06-2020,EZMANIR ,54
03-06-2020,GWSCM1  ,169
03-06-2020,IXGLOYS ,1
03-06-2020,KABUILD ,227
03-06-2020,PDMPRIM ,45
03-06-2020,RBSG2CA ,21437
03-06-2020,RCSCI1  ,18061
03-06-2020,RMSUSEP ,202
03-06-2020,SGSNINFR,12
03-06-2020,SUPERCM ,33868
03-06-2020,TEIBGIU ,127
03-06-2020,U1PDSRV ,288
03-06-2020,V1DPRO  ,749
03-06-2020,V1GSMCM ,2221
03-06-2020,V1PISAP ,68
03-06-2020,V2PDRW  ,1472
03-06-2020,ZAPHOD1 ,83
04-06-2020,ADPAUTO ,126
04-06-2020,BAZAAR  ,2131
04-06-2020,BCATJOB ,34
04-06-2020,CIFLASH ,30
04-06-2020,EBETABE ,719
04-06-2020,EBRIMOR ,15
04-06-2020,ECARHEL ,10
04-06-2020,ECHUNLA ,10
04-06-2020,ECIBANU ,577
04-06-2020,EDXPOPS ,71
04-06-2020,EEGIJLR ,17
04-06-2020,EEICMNA ,14
04-06-2020,EELIIST ,11
04-06-2020,EEUTSSN ,111
04-06-2020,EIANOLB ,1
04-06-2020,EJENIRO ,60
04-06-2020,EKILGYO ,88
04-06-2020,EMALSAI ,86
04-06-2020,EMIAMLI ,23
04-06-2020,EMMGWCI ,4
04-06-2020,EMWCBO  ,2
04-06-2020,EMWMAOL ,230
04-06-2020,EMWRRSQ ,851
04-06-2020,ENCKHLN ,48
04-06-2020,ENVCOMP ,72
04-06-2020,EPVDANA ,2
04-06-2020,ERACOSM ,240
04-06-2020,ERAMMRA ,440
04-06-2020,ERLICAC ,5
04-06-2020,ERVSUSV ,396
04-06-2020,ESDIVEE ,1
04-06-2020,ESNJKMR ,519
04-06-2020,ESUTRAY ,12
04-06-2020,ESWBAPP ,151918
04-06-2020,ESZASPT ,19
04-06-2020,ESZBALZ ,23
04-06-2020,ETKSADI ,2
04-06-2020,ETKTEBE ,2
04-06-2020,EVIOLST ,39
04-06-2020,EZAPMIG ,14
04-06-2020,EZDAVLI ,2
04-06-2020,EZMANIR ,118
04-06-2020,EZNGHEI ,40
04-06-2020,EZSOMOL ,60
04-06-2020,GWSCM1  ,148
04-06-2020,IXGBIZK ,1
04-06-2020,PDMPRIM ,64
04-06-2020,RBSG2CA ,12983
04-06-2020,RCSCI1  ,13290
04-06-2020,RMSUSEP ,160
04-06-2020,ROTPRIM ,44
04-06-2020,SGSNINFR,30
04-06-2020,SUPERCM ,26529
04-06-2020,TEIPEFR ,6
04-06-2020,U1PDSRV ,250
04-06-2020,V1DPRO  ,731
04-06-2020,V1GSMCM ,2173
04-06-2020,V1PISAP ,91
04-06-2020,V2PDRW  ,1468
05-06-2020,ADPAUTO ,129
05-06-2020,ADPKIBA ,102
05-06-2020,BAZAAR  ,994
05-06-2020,CIFLASH ,140
05-06-2020,EABRRAI ,105
05-06-2020,EBETABE ,432
05-06-2020,EBRIMOR ,11
05-06-2020,ECHUNLA ,8
05-06-2020,ECIBANU ,610
05-06-2020,EDIMGOU ,3
05-06-2020,EDONXUE ,62
05-06-2020,EELIIST ,5
05-06-2020,EELITIM ,7
05-06-2020,EEUTSSN ,916
05-06-2020,EGAUKAP ,16
05-06-2020,EGEOCRI ,205
05-06-2020,EIANOLB ,2
